pre_participant_id,Pre_Survey_Pre_Survey_Nr,Pre_Survey_StartDate,Pre_Survey_EndDate,Pre_Survey_Status,Pre_Survey_Progress,Pre_Survey_Duration,Pre_Survey_Finished,Pre_Survey_RecordedDate,Pre_Survey_DistributionChannel,Pre_Survey_UserLanguage,Pre_Survey_Q_RecaptchaScore,Pre_Survey_Q1,Pre_Survey_Q2,Pre_Survey_Q2_TEXT,Pre_Survey_Q3,Pre_Survey_Q4_1,Pre_Survey_Q4_1_TEXT,Pre_Survey_Q4_2,Pre_Survey_Q4_3,Pre_Survey_Q4_3_TEXT,Pre_Survey_Q6,Pre_Survey_Q7,Pre_Survey_Q7_TEXT,Pre_Survey_Q8,Pre_Survey_Q8_score,Pre_Survey_Q9,Pre_Survey_Q9_TEXT,Pre_Survey_Q10,Pre_Survey_Q11,Pre_Survey_Q11_TEXT,Pre_Survey_Q12,Pre_Survey_Q12_TEXT,Pre_Survey_Q13_1,Pre_Survey_Q13_1_score,Pre_Survey_Q13_2,Pre_Survey_Q13_2_score,Pre_Survey_Q13_3,Pre_Survey_Q13_3_score,Pre_Survey_Q13_4,Pre_Survey_Q13_4_score,Pre_Survey_Q13_5,Pre_Survey_Q13_5_score,Pre_Survey_Q13_6,Pre_Survey_Q13_6_score,Pre_Survey_Q14,Pre_Survey_Q14_TEXT,Pre_Survey_Q15,Pre_Survey_Q15_TEXT,Pre_Survey_Q16,Pre_Survey_Q16_score,Pre_Survey_Q17,Pre_Survey_Q17_TEXT,Pre_Survey_Q18,Pre_Survey_Q18_score,Pre_Survey_Q19,Pre_Survey_Q19_TEXT,Pre_Survey_Q20,Pre_Survey_Q20_TEXT,Pre_Survey_Q21_1,Pre_Survey_Q21_1_score,Pre_Survey_Q21_2,Pre_Survey_Q21_2_score,Pre_Survey_Q21_3,Pre_Survey_Q21_3_score,Pre_Survey_Q21_4,Pre_Survey_Q21_4_score,Pre_Survey_Q21_5,Pre_Survey_Q21_5_score,Pre_Survey_Q22,Pre_Survey_Q23,Pre_Survey_Q23_TEXT,Pre_Survey_Q24,Pre_Survey_Q25,Pre_Survey_Q26,Pre_Survey_Q27,Pre_Survey_Q28,Pre_Survey_Q29,Pre_Survey_Q30,finished_clean,followup_opt_in
PRE00099,1,26.02.26 18:27,26.02.26 18:30,IP Address,100,190,True,26.02.26 18:30,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references)",NA,No,Information search and Q&A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00050,1,30.03.26 19:43,30.03.26 19:55,IP Address,100,694,True,30.03.26 19:55,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Creating diagrams or schematics",NA,Yes,NA,NA,NA,Paraphrasing or rephrasing text;Translation and language support;Creative writing or storytelling,NA,7Ð12 months,Weekly,NA,NA,NA,ChatGPT (image generation),NA,"Yes, subscription-based",Personal use / hobby;Professional work,NA,Landscapes / environments;Scenes / storyboards /scenerios,NA,Essential priority,7,Neutral,4,High priority,6,Moderate priority,5,Low priority,2,High priority,6,Knowing how to start;Maintaining consistency across images,NA,I write them entirely myself,NA,Somewhat agree,5,"Composition (e.g., perspective, framing);Lighting / color;Textelements to be displayed on the image",NA,Neither easy nor difficult,4,2-3,NA,As a tool,NA,Slightly agree,5,Slightly disagree,3,Neither agree nor disagree,4,Neither agree nor disagree,4,Disagree,2,100,I don't work with others,NA,placing objects in my room as part of my interior design,when one specific detail is achieved with i like to have in the picture.,creating things i have not asked for,i don't know what happens with my uploaded picture,26,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00035,1,28.02.26 07:43,28.02.26 07:44,IP Address,100,84,True,28.02.26 07:44,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Googling",NA,No,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00129,1,28.02.26 07:38,28.02.26 07:42,IP Address,100,242,True,28.02.26 07:42,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Googling",NA,No,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Brainstorming ideas;Translation and language support;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00046,1,26.02.26 18:44,26.02.26 18:46,IP Address,100,118,True,26.02.26 18:46,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Googling",NA,No,Summarizing content;Brainstorming ideas;Translation and language support,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00054,1,30.03.26 20:35,30.03.26 20:42,IP Address,100,386,True,30.03.26 20:42,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Explaining complex concepts;Programming help (generation or explanation),NA,1Ð2 years,Less often,NA,NA,NA,ChatGPT (image generation);Midjourney,NA,"Yes, subscription-based",University / studies,NA,Products / mockups;Others (please describe shortly),Icons for Presentation,High priority,6,Somewhat priority,3,Moderate priority,5,High priority,6,Low priority,2,High priority,6,Controlling details;Maintaining consistency across images,NA,I use templates and adapt them,NA,Strongly agree,7,Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included),NA,Very easy,2,2-3,NA,As a tool,NA,Strongly agree,7,Neither agree nor disagree,4,Disagree,2,Agree,6,Neither agree nor disagree,4,100,I don't work with others,NA,i want a specific picture for my presentation,matched my intention (style and mood),missing details or wrong text,Nothing,35,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00069,2,05.03.26 23:45,06.03.26 00:08,IP Address,100,1348,True,06.03.26 00:08,anonymous,EN,1,"Yes, I agree to participate","Using existing images (photos, illustrations, references);Googling;Other (please specify):",Pinterest,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,More than 2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Midjourney;DALLáE;Stable Diffusion (local or cloud);Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;Professional work;Creative projects (art/design),NA,People / characters;Landscapes / environments;Logos / icons / illustrations,NA,High priority,6,Neutral,4,Essential priority,7,Not a priority,1,Neutral,4,Essential priority,7,Controlling details;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Agree,6,Textelements to be displayed on the image;Negative prompts (explicitly stating what should not be included),NA,Somewhat easy,3,2-3,NA,As a tool,NA,Agree,6,Slightly agree,5,Strongly disagree,1,Strongly agree,7,Neither agree nor disagree,4,70,I don't work with others,NA,"To illustrate projects I work on and to create visuals for my website (background, illustrations...)",Asked for a picture in black and white to mimic the tree from ohara ine one piece to illustrate a knowledge tree,"Refusing to create what I ask due to content filter, having difficulties writing text on a picture.",Geographical biaises.,24,Male,No thanks.,TRUE,FALSE
PRE00187,1,20.03.26 14:10,20.03.26 14:17,IP Address,100,441,True,20.03.26 14:17,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages)",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Information search and Q&A;Summarizing content;Explaining complex concepts;Brainstorming ideas;Translation and language support;Programming help (generation or explanation);Decision support / advice;Creative writing or storytelling,NA,1Ð2 years,Daily,NA,NA,NA,ChatGPT (image generation);Adobe Firefly;Other,Gemini,No,Personal use / hobby;University / studies;Professional work,NA,"People / characters;Landscapes / environments;Logos / icons / illustrations;Photorealistic images;Style experiments (e.g., Òin the style ofÉÓ)",NA,Essential priority,7,Essential priority,7,Essential priority,7,Moderate priority,5,Moderate priority,5,High priority,6,Finding the right words;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Agree,6,"Composition (e.g., perspective, framing);Lighting / color;Materials / textures;Textelements to be displayed on the image",NA,Somewhat difficult,5,4-6,NA,As a tool;As a creative partner;As a co-author / collaborator,NA,Agree,6,Slightly agree,5,Agree,6,Slightly disagree,3,Slightly disagree,3,60,"One person writes prompts, others evaluate",NA,For logo creation,For logo creation,For realistic pics,That they become too realistic and not distinguishable from reality,27,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00045,1,03.03.26 12:15,03.03.26 12:27,IP Address,100,755,True,03.03.26 12:27,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Googling",NA,Yes,NA,NA,NA,Writing and editing text;Paraphrasing or rephrasing text;Summarizing content;Explaining complex concepts;Translation and language support;Decision support / advice,NA,7Ð12 months,Monthly,NA,NA,NA,ChatGPT (image generation),NA,No,Personal use / hobby;University / studies,NA,Others (please describe shortly),real estate projects,Essential priority,7,High priority,6,High priority,6,Neutral,4,Moderate priority,5,Neutral,4,Finding the right words;Controlling details,NA,I write them entirely myself,NA,Somewhat disagree,3,"Artistic or style references;Composition (e.g., perspective, framing)",NA,Somewhat difficult,5,4-6,NA,As a tool,NA,Strongly agree,7,Agree,6,Agree,6,Disagree,2,Disagree,2,100,I don't work with others,NA,"real estate projects, architecture",visual a building,environment of a building,Nothing,27,Female,No thanks.,TRUE,FALSE
PRE00145,2,05.03.26 23:52,05.03.26 23:53,IP Address,100,76,True,05.03.26 23:53,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Googling;Creating diagrams or schematics",NA,No,Explaining complex concepts;Decision support / advice,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FALSE
PRE00008,1,19.03.26 21:50,19.03.26 21:57,IP Address,100,420,True,19.03.26 21:57,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Googling;Gesturing or acting things out",NA,Yes,NA,NA,NA,Explaining complex concepts;Decision support / advice;Other (please explain shortly),cooking,7Ð12 months,Less often,NA,NA,NA,ChatGPT (image generation);Midjourney,NA,No,Personal use / hobby,NA,People / characters;Logos / icons / illustrations,NA,Essential priority,7,High priority,6,Essential priority,7,Essential priority,7,Moderate priority,5,Essential priority,7,Knowing how to start;Finding the right words;Controlling details;Maintaining consistency across images;Unexpected or incorrect interpretations;Time spent on multiple iterations,NA,I write them entirely myself,NA,Somewhat agree,5,I rarely specify details,NA,Very difficult,6,4-6,NA,As a creative partner,NA,Slightly agree,5,Neither agree nor disagree,4,Strongly disagree,1,Agree,6,Neither agree nor disagree,4,10,I don't work with others,NA,"logo creation, making posters",never so far,"inconsistency, deleting stuff that was already good for something thats worse",Nothing,32,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below),TRUE,TRUE
PRE00024,1,20.03.26 14:12,20.03.26 14:20,IP Address,100,488,True,20.03.26 14:20,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Using existing images (photos, illustrations, references)",NA,Yes,NA,NA,NA,Programming help (generation or explanation),NA,More than 2 years,Weekly,NA,NA,NA,ChatGPT (image generation);Adobe Firefly,NA,"Yes, occasionally",Professional work;Creative projects (art/design);Social media content,NA,"People / characters;Style experiments (e.g., Òin the style ofÉÓ)",NA,Essential priority,7,Neutral,4,Neutral,4,Essential priority,7,High priority,6,Essential priority,7,Finding the right words,NA,"I ask another AI (e.g., ChatGPT) to generate prompts;I use prompts from online communities",NA,Somewhat disagree,3,"Composition (e.g., perspective, framing);Lighting / color;Camera or photography terms;Materials / textures",NA,Neither easy nor difficult,4,4-6,NA,As a tool,NA,Strongly agree,7,Strongly agree,7,Strongly agree,7,Strongly agree,7,Strongly agree,7,10,I don't work with others,NA,"A candid, high-resolution photograph of a europe tennis club celebrating playing a tournament with the team of 2 people each with Camera profesional Angle & Focus with Mood & Style Natural, soft sunlight coming from the side. The subjects are looking towards the each other, non-staged expressions. Style: Cinematic corporate photography, shot on 85mm lens, f/1.8 aperture for depth of field no blurred background, I want them in full body where I can see they with rackets . Quality: Photorealistic, 8k, highly detailed, trustworthy atmosphere, warm color grading.","A candid, high-resolution photograph of a europe tennis club celebrating playing a tournament with the team of 2 people each with Camera profesional Angle & Focus with Mood & Style Natural, soft sunlight coming from the side. The subjects are looking towards the each other, non-staged expressions. Style: Cinematic corporate photography, shot on 85mm lens, f/1.8 aperture for depth of field no blurred background, I want them in full body where I can see they with rackets . Quality: Photorealistic, 8k, highly detailed, trustworthy atmosphere, warm color grading.",when I dont explain fully,looks fake,28,Female,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
PRE00110,2,06.03.26 00:13,06.03.26 00:18,IP Address,100,309,True,06.03.26 00:18,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Using existing images (photos, illustrations, references);Googling",NA,Yes,NA,NA,NA,Information search and Q&A,NA,1Ð2 years,Less often,NA,NA,NA,ChatGPT (image generation);Midjourney,NA,"Yes, occasionally",Personal use / hobby,NA,People / characters,NA,Somewhat priority,3,Moderate priority,5,Neutral,4,Low priority,2,Somewhat priority,3,Somewhat priority,3,Finding the right words,NA,I write them entirely myself,NA,Somewhat disagree,3,I rarely specify details,NA,Somewhat easy,3,2-3,NA,As a tool,NA,Agree,6,Strongly agree,7,Agree,6,Slightly agree,5,Slightly disagree,3,100,I don't work with others,NA,to generate music album art,I do not understand the question,never,Nothing,55,Male,No thanks.,TRUE,FALSE
PRE00047,1,26.02.26 13:48,26.02.26 14:03,IP Address,100,897,True,26.02.26 14:03,anonymous,EN,1,"Yes, I agree to participate","Writing a detailed description (e.g., notes, text messages);Using existing images (photos, illustrations, references);Googling;Creating diagrams or schematics",NA,Yes,NA,NA,NA,Writing and editing text;Summarizing content;Translation and language support;Other (please explain shortly),"Strategy and business case creation, backtesting and verification for completness",More than 2 years,Daily,NA,NA,NA,ChatGPT (image generation);DALLáE;Nano Banana,NA,"Yes, subscription-based",Personal use / hobby;University / studies;Professional work;Social media content;Ideation / brainstorming,NA,"People / characters;Landscapes / environments;Style experiments (e.g., Òin the style ofÉÓ)",NA,Essential priority,7,Moderate priority,5,High priority,6,Essential priority,7,Neutral,4,Somewhat priority,3,Finding the right words;Maintaining consistency across images;Unexpected or incorrect interpretations,NA,"I use templates and adapt them;I ask another AI (e.g., ChatGPT) to generate prompts;A combination of the above",NA,Strongly agree,7,"Composition (e.g., perspective, framing);Lighting / color;Negative prompts (explicitly stating what should not be included)",NA,Somewhat easy,3,4-6,NA,As a tool;As a co-author / collaborator,NA,Strongly agree,7,Neither agree nor disagree,4,Disagree,2,Slightly agree,5,Slightly disagree,3,10,Joint discussion of goals and criteria,NA,variation of one single picture to get multiple composition (other composition or variation of pictures are maybe not available and therefore i need a tool to create them),alignment of the variation with a predefined style,unrealistic or forgotten details which are essential for realisme (like just 4 fingers instead of 5),"i don't know what accualy happen with the sources/pictures i upload and second, what are i am allowed to do with the new created content from a business perspective (who owns the new content really)",32,Male,YES! I want to fill out the second survey and get a chance to win 2 cinema tickets (please write your e-mail in the text box below);I'm interested in the study findings (please write your e-mail in the text box below),TRUE,TRUE
